name,huc12,states,PIMPV_2021,PIMPV_2020,areaacres,areasqkm
Blackamore Creek,80102020106,"KY,TN",0.221008661,0.221008661,11625.83,47.05
Biggs Creek-North Fork Obion River,80102020107,"KY,TN",0.23072932,0.23072932,34748.74,140.62
Wolf Creek-Richland Creek,80102020204,"KY,TN",0.464085327,0.464085327,21272.66,86.09
Harris Fork Creek,80102020206,"KY,TN",2.099443124,2.099443124,31502.12,127.48
North Reelfoot Creek,80102020401,"KY,TN",0.364952595,0.364952595,41901.85,169.57
Reelfoot Lake,80102020404,"KY,TN",0.55783474,0.55783474,80166.18,324.42
Portage Open Bay,80202040608,MO,1.888315749,1.888315749,32362.97,130.97
Goose Pond Ditch,51402030101,KY,,,19545.48,79.1
Big Oak Lake-James Bayou,80103000203,MO,,,38933.12,157.56
Black Bayou-James Bayou,80103000202,MO,,,33971.12,137.48
Fourmile Creek-Ohio River,51401010906,"IN,KY",,,26379.44,106.75
